@relation 'yelp-weka.filters.unsupervised.attribute.StringToWordVector-R1-W2000-prune-rate-1.0-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"'

@attribute id numeric
@attribute sentiment** {positive,negative,neutral}

@data
{0 19617,1 ?}
{0 39547,1 ?}
{0 59361,1 ?}
{0 44441,1 ?}
{0 64561,1 ?}
{0 38897,1 ?}
{0 36421,1 ?}
{0 10703,1 ?}
{0 4339,1 ?}
{0 41237,1 ?}
{0 37981,1 ?}
{0 52277,1 ?}
{0 24210,1 ?}
{0 57206,1 ?}
{0 68338,1 ?}
{0 6537,1 ?}
{0 63155,1 ?}
{0 68816,1 ?}
{0 12344,1 ?}
{0 10132,1 ?}
{0 13844,1 ?}
{0 44324,1 ?}
{0 41814,1 ?}
{0 23452,1 ?}
{0 43769,1 ?}
{0 51598,1 ?}
{0 45823,1 ?}
{0 34786,1 ?}
{0 39573,1 ?}
{0 14866,1 ?}
{0 68683,1 ?}
{0 6752,1 ?}
{0 54072,1 ?}
{0 36682,1 ?}
{0 34509,1 ?}
{0 47841,1 ?}
{0 8629,1 ?}
{0 9983,1 ?}
{0 7491,1 ?}
{0 50895,1 ?}
{0 8101,1 ?}
{0 70836,1 ?}
{0 42415,1 ?}
{0 40552,1 ?}
{0 6977,1 ?}
{0 61671,1 ?}
{0 906,1 ?}
{0 28998,1 ?}
{0 25213,1 ?}
{0 41416,1 ?}
{0 65963,1 ?}
{0 61525,1 ?}
{0 64785,1 ?}
{0 27232,1 ?}
{0 47951,1 ?}
{0 13910,1 ?}
{0 27807,1 ?}
{0 56533,1 ?}
{0 30784,1 ?}
{0 25520,1 ?}
{0 50480,1 ?}
{0 25443,1 ?}
{0 60931,1 ?}
{0 63292,1 ?}
{0 31287,1 ?}
{0 70800,1 ?}
{0 52786,1 ?}
{0 69589,1 ?}
{0 30416,1 ?}
{0 62846,1 ?}
{0 43032,1 ?}
{0 46708,1 ?}
{0 12524,1 ?}
{0 37405,1 ?}
{0 61812,1 ?}
{0 35293,1 ?}
{0 64980,1 ?}
{0 67855,1 ?}
{0 67011,1 ?}
{0 41668,1 ?}
{0 38179,1 ?}
{0 25011,1 ?}
{0 66725,1 ?}
{0 42676,1 ?}
{0 47378,1 ?}
{0 7955,1 ?}
{0 11048,1 ?}
{0 29503,1 ?}
{0 38668,1 ?}
{0 18795,1 ?}
{0 14502,1 ?}
{0 57404,1 ?}
{0 42283,1 ?}
{0 54270,1 ?}
{0 31868,1 ?}
{0 15254,1 ?}
{0 23214,1 ?}
{0 22195,1 ?}
{0 53121,1 ?}
{0 12688,1 ?}
{0 8736,1 ?}
{0 22021,1 ?}
{0 40030,1 ?}
{0 31750,1 ?}
{0 55327,1 ?}
{0 52671,1 ?}
{0 59767,1 ?}
{0 57095,1 ?}
{0 40332,1 ?}
{0 59211,1 ?}
{0 46577,1 ?}
{0 44850,1 ?}
{0 53580,1 ?}
{0 5977,1 ?}
{0 40125,1 ?}
{0 41691,1 ?}
{0 59029,1 ?}
{0 4918,1 ?}
{0 17940,1 ?}
{0 63259,1 ?}
{0 64929,1 ?}
{0 1225,1 ?}
{0 5664,1 ?}
{0 24718,1 ?}
{0 16607,1 ?}
{0 17270,1 ?}
{0 68453,1 ?}
{0 50528,1 ?}
{0 59342,1 ?}
{0 59681,1 ?}
{0 47819,1 ?}
{0 4725,1 ?}
{0 58121,1 ?}
{0 34977,1 ?}
{0 34284,1 ?}
{0 40587,1 ?}
{0 23287,1 ?}
{0 69962,1 ?}
{0 62596,1 ?}
{0 22629,1 ?}
{0 70885,1 ?}
{0 21309,1 ?}
{0 44065,1 ?}
{0 33155,1 ?}
{0 30996,1 ?}
{0 64857,1 ?}
{0 50941,1 ?}
{0 50593,1 ?}
{0 32263,1 ?}
{0 64212,1 ?}
{0 26924,1 ?}
{0 65368,1 ?}
{0 29042,1 ?}
{0 65629,1 ?}
{0 1424,1 ?}
{0 7721,1 ?}
{0 7842,1 ?}
{0 50494,1 ?}
{0 62120,1 ?}
{0 7641,1 ?}
{0 56114,1 ?}
{0 53962,1 ?}
{0 15311,1 ?}
{0 70525,1 ?}
{0 57063,1 ?}
{0 7186,1 ?}
{0 47241,1 ?}
{0 35306,1 ?}
{0 69601,1 ?}
{0 14551,1 ?}
{0 63219,1 ?}
{0 69170,1 ?}
{0 11555,1 ?}
{0 6195,1 ?}
{0 60549,1 ?}
{0 67715,1 ?}
{0 7655,1 ?}
{0 29680,1 ?}
{0 44215,1 ?}
{0 38197,1 ?}
{0 11338,1 ?}
{0 59436,1 ?}
{0 31062,1 ?}
{0 38325,1 ?}
{0 37357,1 ?}
{0 30201,1 ?}
{0 29141,1 ?}
{0 3291,1 ?}
{0 7710,1 ?}
{0 57306,1 ?}
{0 53691,1 ?}
{0 70767,1 ?}
{0 9294,1 ?}
{0 21993,1 ?}
{0 35165,1 ?}
{0 19434,1 ?}
{0 41325,1 ?}
{0 53057,1 ?}
{0 27249,1 ?}
{0 11068,1 ?}
{0 11151,1 ?}
{0 47782,1 ?}
{0 68782,1 ?}
{0 9113,1 ?}
{0 69386,1 ?}
{0 59728,1 ?}
{0 35645,1 ?}
{0 63758,1 ?}
{0 31337,1 ?}
{0 21908,1 ?}
{0 36224,1 ?}
{0 2501,1 ?}
{0 6174,1 ?}
{0 30885,1 ?}
{0 69952,1 ?}
{0 52397,1 ?}
{0 34900,1 ?}
{0 69587,1 ?}
{0 55242,1 ?}
{0 40441,1 ?}
{0 64202,1 ?}
{0 31581,1 ?}
{0 9396,1 ?}
{0 56989,1 ?}
{0 62806,1 ?}
{0 6269,1 ?}
{0 4103,1 ?}
{0 11794,1 ?}
{0 58334,1 ?}
{0 23991,1 ?}
{0 53893,1 ?}
{0 39935,1 ?}
{0 71643,1 ?}
{0 43255,1 ?}
{0 42861,1 ?}
{0 64589,1 ?}
{0 25114,1 ?}
{0 64148,1 ?}
{0 4753,1 ?}
{0 23893,1 ?}
{0 39795,1 ?}
{0 32411,1 ?}
{0 42549,1 ?}
{0 56267,1 ?}
{0 27545,1 ?}
{0 33907,1 ?}
{0 14943,1 ?}
{0 9743,1 ?}
{0 33027,1 ?}
{0 12191,1 ?}
{0 24904,1 ?}
{0 64597,1 ?}
{0 23585,1 ?}
{0 47933,1 ?}
{0 48517,1 ?}
{0 36589,1 ?}
{0 67619,1 ?}
{0 28344,1 ?}
{0 41550,1 ?}
{0 33,1 ?}
{0 9458,1 ?}
{0 5395,1 ?}
{0 4972,1 ?}
{0 38706,1 ?}
{0 30758,1 ?}
{0 44352,1 ?}
{0 53429,1 ?}
{0 24270,1 ?}
{0 31010,1 ?}
{0 35411,1 ?}
{0 15483,1 ?}
{0 70298,1 ?}
{0 69176,1 ?}
{0 26302,1 ?}
{0 11494,1 ?}
{0 530,1 ?}
{0 8024,1 ?}
{0 65952,1 ?}
{0 8367,1 ?}
{0 13756,1 ?}
{0 27240,1 ?}
{0 9659,1 ?}
{0 35992,1 ?}
{0 24269,1 ?}
{0 16329,1 ?}
{0 63961,1 ?}
{0 51453,1 ?}
{0 9103,1 ?}
{0 66746,1 ?}
{0 37958,1 ?}
{0 12054,1 ?}
{0 29055,1 ?}
{0 25692,1 ?}
{0 58109,1 ?}
{0 31652,1 ?}
{0 65857,1 ?}
{0 15271,1 ?}
{0 54554,1 ?}
{0 50419,1 ?}
{0 19118,1 ?}
{0 65197,1 ?}
{0 33683,1 ?}
{0 29229,1 ?}
{0 49002,1 ?}
{0 22576,1 ?}
{0 4902,1 ?}
{0 38860,1 ?}
{0 52103,1 ?}
{0 52233,1 ?}
{0 72007,1 ?}
{0 22032,1 ?}
{0 63347,1 ?}
{0 65035,1 ?}
{0 23557,1 ?}
{0 24393,1 ?}
{0 10281,1 ?}
{0 7195,1 ?}
{0 42713,1 ?}
{0 24025,1 ?}
{0 54707,1 ?}
{0 17569,1 ?}
{0 26596,1 ?}
{0 12358,1 ?}
{0 23899,1 ?}
{0 71947,1 ?}
{0 39510,1 ?}
{0 45919,1 ?}
{0 59292,1 ?}
{0 28198,1 ?}
{0 72194,1 ?}
{0 65057,1 ?}
{0 60020,1 ?}
{0 51937,1 ?}
{0 31658,1 ?}
{0 8760,1 ?}
{0 43176,1 ?}
{0 11713,1 ?}
{0 58592,1 ?}
{0 13994,1 ?}
{0 65769,1 ?}
{0 59970,1 ?}
{0 24041,1 ?}
{0 37571,1 ?}
{0 64376,1 ?}
{0 71334,1 ?}
{0 17180,1 ?}
{0 44191,1 ?}
{0 209,1 ?}
{0 42179,1 ?}
{0 967,1 ?}
{0 26758,1 ?}
{0 5802,1 ?}
{0 17921,1 ?}
{0 25862,1 ?}
{0 55827,1 ?}
{0 52275,1 ?}
{0 52123,1 ?}
{0 68885,1 ?}
{0 60262,1 ?}
{0 48609,1 ?}
{0 42370,1 ?}
{0 32699,1 ?}
{0 49755,1 ?}
{0 3159,1 ?}
{0 35412,1 ?}
{0 28308,1 ?}
{0 68901,1 ?}
{0 58942,1 ?}
{0 47337,1 ?}
{0 61225,1 ?}
{0 67388,1 ?}
{0 54712,1 ?}
{0 904,1 ?}
{0 17715,1 ?}
{0 11404,1 ?}
{0 12249,1 ?}
{0 29360,1 ?}
{0 47975,1 ?}
{0 9403,1 ?}
{0 9193,1 ?}
{0 47527,1 ?}
{0 5400,1 ?}
{0 8036,1 ?}
{0 11633,1 ?}
{0 13932,1 ?}
{0 54575,1 ?}
{0 40977,1 ?}
{0 65127,1 ?}
{0 48795,1 ?}
{0 46314,1 ?}
{0 31992,1 ?}
{0 11055,1 ?}
{0 70768,1 ?}
{0 36742,1 ?}
{0 7371,1 ?}
{0 25891,1 ?}
{0 5062,1 ?}
{0 63008,1 ?}
{0 51694,1 ?}
{0 6665,1 ?}
{0 40385,1 ?}
{0 57556,1 ?}
{0 57601,1 ?}
{0 66099,1 ?}
{0 70566,1 ?}
{0 19340,1 ?}
{0 35646,1 ?}
{0 59491,1 ?}
{0 9425,1 ?}
{0 30842,1 ?}
{0 33438,1 ?}
{0 47216,1 ?}
{0 17195,1 ?}
{0 30819,1 ?}
{0 60498,1 ?}
{0 53781,1 ?}
{0 38862,1 ?}
{0 31411,1 ?}
{0 9621,1 ?}
{0 70770,1 ?}
{0 4516,1 ?}
{0 59199,1 ?}
{0 43931,1 ?}
{0 27153,1 ?}
{0 38724,1 ?}
{0 57915,1 ?}
{0 46319,1 ?}
{0 17325,1 ?}
{0 23147,1 ?}
{0 40459,1 ?}
{0 51615,1 ?}
{0 71387,1 ?}
{0 621,1 ?}
{0 37367,1 ?}
{0 54006,1 ?}
{0 44412,1 ?}
{0 33723,1 ?}
{0 28885,1 ?}
{0 59154,1 ?}
{0 56079,1 ?}
{0 3191,1 ?}
{0 42122,1 ?}
{0 38037,1 ?}
{0 56754,1 ?}
{0 49537,1 ?}
{0 743,1 ?}
{0 29621,1 ?}
{0 49679,1 ?}
{0 7837,1 ?}
{0 48296,1 ?}
{0 32673,1 ?}
{0 49558,1 ?}
{0 923,1 ?}
{0 822,1 ?}
{0 19367,1 ?}
{0 7858,1 ?}
{0 68363,1 ?}
{0 62668,1 ?}
{0 19182,1 ?}
{0 65020,1 ?}
{0 10225,1 ?}
{0 7345,1 ?}
{0 28980,1 ?}
{0 41784,1 ?}
{0 33343,1 ?}
{0 36008,1 ?}
{0 7544,1 ?}
{0 48368,1 ?}
{0 34403,1 ?}
{0 32605,1 ?}
{0 12379,1 ?}
{0 17616,1 ?}
{0 66815,1 ?}
{0 38432,1 ?}
{0 45461,1 ?}
{0 5181,1 ?}
{0 16614,1 ?}
{0 54328,1 ?}
{0 43168,1 ?}
{0 62324,1 ?}
{0 18085,1 ?}
{0 36216,1 ?}
{0 69925,1 ?}
{0 45624,1 ?}
{0 15927,1 ?}
{0 69302,1 ?}
{0 21337,1 ?}
{0 40926,1 ?}
{0 27440,1 ?}
{0 64904,1 ?}
{0 63624,1 ?}
{0 25125,1 ?}
{0 51565,1 ?}
{0 36068,1 ?}
{0 30616,1 ?}
{0 72108,1 ?}
{0 5881,1 ?}
{0 9885,1 ?}
{0 66082,1 ?}
{0 11743,1 ?}
{0 9635,1 ?}
{0 61323,1 ?}
{0 60810,1 ?}
{0 65764,1 ?}
{0 70650,1 ?}
{0 56843,1 ?}
{0 63821,1 ?}
{0 13803,1 ?}
{0 23321,1 ?}
{0 65070,1 ?}
{0 25272,1 ?}
{0 1382,1 ?}
{0 31874,1 ?}
{0 71969,1 ?}
{0 52007,1 ?}
{0 16544,1 ?}
{0 15348,1 ?}
{0 64759,1 ?}
{0 45875,1 ?}
{0 13270,1 ?}
{0 47615,1 ?}
{0 11748,1 ?}
{0 5106,1 ?}
{0 48005,1 ?}
{0 56706,1 ?}
{0 5503,1 ?}
{0 53,1 ?}
{0 40635,1 ?}
{0 782,1 ?}
{0 50798,1 ?}
{0 42462,1 ?}
{0 70392,1 ?}
{0 66931,1 ?}
{0 59671,1 ?}
{0 12874,1 ?}
{0 14840,1 ?}
{0 53288,1 ?}
{0 32827,1 ?}
{0 4064,1 ?}
{0 8142,1 ?}
{0 12552,1 ?}
{0 20953,1 ?}
{0 47778,1 ?}
{0 52056,1 ?}
{0 17623,1 ?}
{0 16465,1 ?}
{0 66714,1 ?}
{0 61101,1 ?}
{0 58434,1 ?}
{0 7610,1 ?}
{0 25086,1 ?}
{0 21877,1 ?}
{0 45608,1 ?}
{0 10958,1 ?}
{0 69079,1 ?}
{0 15081,1 ?}
{0 45532,1 ?}
{0 43086,1 ?}
{0 20418,1 ?}
{0 19178,1 ?}
{0 210,1 ?}
{0 37294,1 ?}
{0 20590,1 ?}
{0 65475,1 ?}
{0 52782,1 ?}
{0 20952,1 ?}
{0 68063,1 ?}
{0 18258,1 ?}
{0 60286,1 ?}
{0 68942,1 ?}
{0 38266,1 ?}
{0 354,1 ?}
{0 18908,1 ?}
{0 71755,1 ?}
{0 62927,1 ?}
{0 56412,1 ?}
{0 66247,1 ?}
{0 3251,1 ?}
{0 26367,1 ?}
{0 35371,1 ?}
{0 51830,1 ?}
{0 40841,1 ?}
{0 62702,1 ?}
{0 33380,1 ?}
{0 36908,1 ?}
{0 51501,1 ?}
{0 36197,1 ?}
{0 38094,1 ?}
{0 29912,1 ?}
{0 24523,1 ?}
{0 56502,1 ?}
{0 31819,1 ?}
{0 33061,1 ?}
{0 53960,1 ?}
{0 35005,1 ?}
{0 26260,1 ?}
{0 60415,1 ?}
{0 9488,1 ?}
{0 25174,1 ?}
{0 43962,1 ?}
{0 64382,1 ?}
{0 69800,1 ?}
{0 51141,1 ?}
{0 34093,1 ?}
{0 11153,1 ?}
{0 71044,1 ?}
{0 21476,1 ?}
{0 24688,1 ?}
{0 36600,1 ?}
{0 33933,1 ?}
{0 8912,1 ?}
{0 44411,1 ?}
{0 26901,1 ?}
{0 26889,1 ?}
{0 64070,1 ?}
{0 58308,1 ?}
{0 28233,1 ?}
{0 32672,1 ?}
{0 68574,1 ?}
{0 46329,1 ?}
{0 11688,1 ?}
{0 56134,1 ?}
{0 6973,1 ?}
{0 64915,1 ?}
{0 21570,1 ?}
{0 39739,1 ?}
{0 45790,1 ?}
{0 62844,1 ?}
{0 70679,1 ?}
{0 55046,1 ?}
{0 1811,1 ?}
{0 32977,1 ?}
{0 58943,1 ?}
{0 19179,1 ?}
{0 32162,1 ?}
{0 25729,1 ?}
{0 55652,1 ?}
{0 65634,1 ?}
{0 64602,1 ?}
{0 52654,1 ?}
{0 11932,1 ?}
{0 31206,1 ?}
{0 24002,1 ?}
{0 62921,1 ?}
{0 16542,1 ?}
{0 12243,1 ?}
{0 26303,1 ?}
{0 64837,1 ?}
{0 33841,1 ?}
{0 2521,1 ?}
{0 43425,1 ?}
{0 8004,1 ?}
{0 40436,1 ?}
{0 43121,1 ?}
{0 5242,1 ?}
{0 55124,1 ?}
{0 48693,1 ?}
{0 30528,1 ?}
{0 25894,1 ?}
{0 3835,1 ?}
{0 39008,1 ?}
{0 7945,1 ?}
{0 52924,1 ?}
{0 31382,1 ?}
{0 586,1 ?}
{0 55989,1 ?}
{0 67996,1 ?}
{0 70093,1 ?}
{0 8814,1 ?}
{0 57839,1 ?}
{0 37780,1 ?}
{0 57702,1 ?}
{0 57324,1 ?}
{0 71000,1 ?}
{0 10676,1 ?}
{0 49897,1 ?}
{0 59497,1 ?}
{0 58540,1 ?}
{0 34905,1 ?}
{0 42815,1 ?}
{0 5622,1 ?}
{0 25564,1 ?}
{0 65628,1 ?}
{0 51115,1 ?}
{0 63534,1 ?}
{0 43027,1 ?}
{0 63331,1 ?}
{0 60403,1 ?}
{0 54174,1 ?}
{0 10228,1 ?}
{0 6747,1 ?}
{0 57891,1 ?}
{0 18394,1 ?}
{0 1076,1 ?}
{0 1588,1 ?}
{0 35481,1 ?}
{0 37725,1 ?}
{0 32095,1 ?}
{0 11427,1 ?}
{0 59928,1 ?}
{0 58884,1 ?}
{0 31271,1 ?}
{0 44979,1 ?}
{0 64351,1 ?}
{0 30535,1 ?}
{0 11774,1 ?}
{0 53339,1 ?}
{0 53502,1 ?}
{0 47609,1 ?}
{0 56612,1 ?}
{0 67467,1 ?}
{0 57877,1 ?}
{0 30266,1 ?}
{0 34044,1 ?}
{0 21066,1 ?}
{0 59990,1 ?}
{0 22563,1 ?}
{0 10115,1 ?}
{0 25664,1 ?}
{0 64994,1 ?}
{0 3336,1 ?}
{0 34067,1 ?}
{0 7038,1 ?}
{0 48531,1 ?}
{0 24965,1 ?}
{0 4082,1 ?}
{0 58752,1 ?}
{0 71771,1 ?}
{0 26634,1 ?}
{0 50822,1 ?}
{0 42961,1 ?}
{0 27791,1 ?}
{0 23311,1 ?}
{0 42249,1 ?}
{0 72409,1 ?}
{0 69733,1 ?}
{0 7818,1 ?}
{0 11895,1 ?}
{0 57978,1 ?}
{0 21339,1 ?}
{0 36403,1 ?}
{0 36154,1 ?}
{0 62048,1 ?}
{0 72257,1 ?}
{0 32091,1 ?}
{0 60944,1 ?}
{0 44753,1 ?}
{0 38954,1 ?}
{0 25295,1 ?}
{0 10063,1 ?}
{0 61418,1 ?}
{0 62375,1 ?}
{0 69932,1 ?}
{0 26287,1 ?}
{0 56940,1 ?}
{0 35257,1 ?}
{0 32115,1 ?}
{0 9187,1 ?}
{0 56649,1 ?}
{0 50057,1 ?}
{0 50117,1 ?}
{0 62829,1 ?}
{0 18965,1 ?}
{0 26831,1 ?}
{0 11168,1 ?}
{0 6902,1 ?}
{0 58214,1 ?}
{0 20243,1 ?}
{0 43384,1 ?}
{0 62426,1 ?}
{0 41040,1 ?}
{0 57164,1 ?}
{0 61645,1 ?}
{0 72407,1 ?}
{0 30719,1 ?}
{0 43227,1 ?}
{0 2671,1 ?}
{0 57531,1 ?}
{0 33917,1 ?}
{0 21689,1 ?}
{0 34012,1 ?}
{0 66992,1 ?}
{0 31526,1 ?}
{0 19729,1 ?}
{0 59095,1 ?}
{0 39950,1 ?}
{0 61898,1 ?}
{0 57130,1 ?}
{0 1472,1 ?}
{0 22695,1 ?}
{0 30479,1 ?}
{0 1712,1 ?}
{0 41973,1 ?}
{0 27028,1 ?}
{0 29108,1 ?}
{0 55319,1 ?}
{0 64489,1 ?}
{0 16396,1 ?}
{0 21458,1 ?}
{0 14539,1 ?}
{0 34300,1 ?}
{0 25270,1 ?}
{0 41718,1 ?}
{0 30274,1 ?}
{0 36491,1 ?}
{0 66512,1 ?}
{0 17154,1 ?}
{0 31675,1 ?}
{0 46843,1 ?}
{0 53175,1 ?}
{0 43936,1 ?}
{0 38757,1 ?}
{0 10053,1 ?}
{0 46702,1 ?}
{0 61227,1 ?}
{0 32207,1 ?}
{0 69738,1 ?}
{0 8013,1 ?}
{0 67691,1 ?}
{0 40415,1 ?}
{0 18633,1 ?}
{0 5048,1 ?}
{0 60814,1 ?}
{0 38427,1 ?}
{0 2554,1 ?}
{0 59153,1 ?}
{0 50089,1 ?}
{0 38336,1 ?}
{0 43387,1 ?}
{0 45202,1 ?}
{0 63633,1 ?}
{0 26057,1 ?}
{0 23750,1 ?}
{0 39942,1 ?}
{0 39183,1 ?}
{0 65864,1 ?}
{0 28243,1 ?}
{0 11297,1 ?}
{0 59865,1 ?}
{0 10399,1 ?}
{0 63514,1 ?}
{0 24657,1 ?}
{0 67609,1 ?}
{0 30909,1 ?}
{0 46763,1 ?}
{0 31222,1 ?}
{0 23523,1 ?}
{0 54437,1 ?}
{0 66941,1 ?}
{0 10541,1 ?}
{0 22902,1 ?}
{0 26809,1 ?}
{0 253,1 ?}
{0 20383,1 ?}
{0 18894,1 ?}
{0 60331,1 ?}
{0 27648,1 ?}
{0 67809,1 ?}
{0 23145,1 ?}
{0 53062,1 ?}
{0 23936,1 ?}
{0 47593,1 ?}
{0 26961,1 ?}
{0 65370,1 ?}
{0 25842,1 ?}
{0 62177,1 ?}
{0 58517,1 ?}
{0 24663,1 ?}
{0 68519,1 ?}
{0 16449,1 ?}
{0 67528,1 ?}
{0 34180,1 ?}
{0 67364,1 ?}
{0 37269,1 ?}
{0 65468,1 ?}
{0 49711,1 ?}
{0 57737,1 ?}
{0 39181,1 ?}
{0 67050,1 ?}
{0 41038,1 ?}
{0 62039,1 ?}
{0 22688,1 ?}
{0 63814,1 ?}
{0 69364,1 ?}
{0 8678,1 ?}
{0 42159,1 ?}
{0 24053,1 ?}
{0 40563,1 ?}
{0 10741,1 ?}
{0 6788,1 ?}
{0 43382,1 ?}
{0 167,1 ?}
{0 25691,1 ?}
{0 35019,1 ?}
{0 43914,1 ?}
{0 61755,1 ?}
{0 44113,1 ?}
{0 13954,1 ?}
{0 54074,1 ?}
{0 33145,1 ?}
{0 39007,1 ?}
{0 51113,1 ?}
{0 60692,1 ?}
{0 45356,1 ?}
{0 56820,1 ?}
{0 16681,1 ?}
{0 68583,1 ?}
{0 62258,1 ?}
{0 10573,1 ?}
{0 58287,1 ?}
{0 35403,1 ?}
{0 68370,1 ?}
{0 50664,1 ?}
{0 56737,1 ?}
{0 54967,1 ?}
{0 45457,1 ?}
{0 52539,1 ?}
{0 13835,1 ?}
{0 22234,1 ?}
{0 2735,1 ?}
{0 38656,1 ?}
{0 31325,1 ?}
{0 6549,1 ?}
{0 33889,1 ?}
{0 4488,1 ?}
{0 23126,1 ?}
{0 41851,1 ?}
{0 37408,1 ?}
{0 64794,1 ?}
{0 8665,1 ?}
{0 38801,1 ?}
{0 62873,1 ?}
{0 36992,1 ?}
{0 49368,1 ?}
{0 70003,1 ?}
{0 35039,1 ?}
{0 54739,1 ?}
{0 3477,1 ?}
{0 65265,1 ?}
{0 22371,1 ?}
{0 11730,1 ?}
{0 67238,1 ?}
{0 13130,1 ?}
{0 44394,1 ?}
{0 65088,1 ?}
{0 67186,1 ?}
{0 36264,1 ?}
{0 29919,1 ?}
{0 13063,1 ?}
{0 10835,1 ?}
{0 42831,1 ?}
{0 5149,1 ?}
{0 59028,1 ?}
{0 9198,1 ?}
{0 44016,1 ?}
{0 7993,1 ?}
{0 59843,1 ?}
{0 49748,1 ?}
{0 12251,1 ?}
{0 51899,1 ?}
{0 10167,1 ?}
{0 61835,1 ?}
{0 23461,1 ?}
{0 28328,1 ?}
{0 45547,1 ?}
{0 12624,1 ?}
{0 65171,1 ?}
{0 17068,1 ?}
{0 32881,1 ?}
{0 61203,1 ?}
{0 38793,1 ?}
{0 12162,1 ?}
{0 42220,1 ?}
{0 70096,1 ?}
{0 64439,1 ?}
{0 46795,1 ?}
{0 42096,1 ?}
{0 70447,1 ?}
{0 60453,1 ?}
{0 52190,1 ?}
{0 44012,1 ?}
{0 24478,1 ?}
{0 69560,1 ?}
{0 38511,1 ?}
{0 20669,1 ?}
{0 9671,1 ?}
{0 10829,1 ?}
{0 69156,1 ?}
{0 71036,1 ?}
{0 47867,1 ?}
{0 62818,1 ?}
{0 20549,1 ?}
{0 25439,1 ?}
{0 14950,1 ?}
{0 62929,1 ?}
{0 56928,1 ?}
{0 7069,1 ?}
{0 28359,1 ?}
{0 35203,1 ?}
{0 58116,1 ?}
{0 5364,1 ?}
{0 62338,1 ?}
{0 32344,1 ?}
{0 70294,1 ?}
{0 11457,1 ?}
{0 64897,1 ?}
{0 41393,1 ?}
{0 42595,1 ?}
{0 45172,1 ?}
{0 31782,1 ?}
{0 27905,1 ?}
{0 62032,1 ?}
{0 67563,1 ?}
{0 37679,1 ?}
{0 17291,1 ?}
{0 58532,1 ?}
{0 56417,1 ?}
{0 123,1 ?}
{0 62797,1 ?}
{0 905,1 ?}
{0 65399,1 ?}
{0 60194,1 ?}
{0 52330,1 ?}
{0 45164,1 ?}
{0 30491,1 ?}
{0 42812,1 ?}
{0 12985,1 ?}
{0 58079,1 ?}
{0 11593,1 ?}
{0 57059,1 ?}
{0 26604,1 ?}
{0 13680,1 ?}
{0 45582,1 ?}
{0 65609,1 ?}
{0 71232,1 ?}
{0 6811,1 ?}
{0 34617,1 ?}
{0 42024,1 ?}
{0 54192,1 ?}
{0 52877,1 ?}
{0 24056,1 ?}
{0 26628,1 ?}
{0 70431,1 ?}
{0 23434,1 ?}
{0 26372,1 ?}
{0 45439,1 ?}
{0 13587,1 ?}
{0 66593,1 ?}
{0 15811,1 ?}
{0 54200,1 ?}
{0 16729,1 ?}
{0 26203,1 ?}
{0 41479,1 ?}
{0 36014,1 ?}
{0 35422,1 ?}
{0 24680,1 ?}
{0 53085,1 ?}
{0 72381,1 ?}
{0 56178,1 ?}
{0 37626,1 ?}
{0 940,1 ?}
{0 33849,1 ?}
{0 26893,1 ?}
{0 57325,1 ?}
{0 61608,1 ?}
{0 12713,1 ?}
{0 26277,1 ?}
{0 41572,1 ?}
{0 41693,1 ?}
{0 33126,1 ?}
{0 42973,1 ?}
{0 52646,1 ?}
{0 20924,1 ?}
{0 60750,1 ?}
{0 10374,1 ?}
{0 61095,1 ?}
{0 8433,1 ?}
{0 57170,1 ?}
{0 41891,1 ?}
{0 34160,1 ?}
{0 20989,1 ?}
{0 25833,1 ?}
{0 39396,1 ?}
{0 69150,1 ?}
{0 30233,1 ?}
{0 43998,1 ?}
{0 25380,1 ?}
{0 1315,1 ?}
{0 64773,1 ?}
{0 58027,1 ?}
{0 71860,1 ?}
{0 62630,1 ?}
{0 62504,1 ?}
{0 66026,1 ?}
{0 35681,1 ?}
{0 41182,1 ?}
{0 70804,1 ?}
{0 5540,1 ?}
{0 40174,1 ?}
{0 31102,1 ?}
{0 38458,1 ?}
{0 50411,1 ?}
{0 19988,1 ?}
{0 32655,1 ?}
{0 36465,1 ?}
{0 47240,1 ?}
{0 55363,1 ?}
{0 11245,1 ?}
{0 57929,1 ?}
{0 70269,1 ?}
{0 34699,1 ?}
{0 36540,1 ?}
{0 29781,1 ?}
{0 71046,1 ?}
{0 71494,1 ?}
{0 13766,1 ?}
{0 44243,1 ?}
{0 34522,1 ?}
{0 16861,1 ?}
{0 42634,1 ?}
{0 37297,1 ?}
{0 56044,1 ?}
{0 52267,1 ?}
{0 15832,1 ?}
{0 65394,1 ?}
{0 38199,1 ?}
{0 13122,1 ?}
{0 66734,1 ?}
{0 59442,1 ?}
{0 58768,1 ?}
{0 52348,1 ?}
{0 71295,1 ?}
{0 54779,1 ?}
{0 32980,1 ?}
{0 41260,1 ?}
{0 368,1 ?}
{0 13382,1 ?}
{0 20992,1 ?}
{0 44670,1 ?}
{0 33684,1 ?}
{0 26864,1 ?}
{0 57340,1 ?}
{0 53852,1 ?}
{0 65839,1 ?}
{0 49016,1 ?}
{0 24313,1 ?}
{0 53089,1 ?}
{0 72050,1 ?}
{0 12639,1 ?}
{0 5328,1 ?}
{0 36519,1 ?}
{0 60258,1 ?}
